next-deadline,ID,site1,autoID2,site2,site3,autoID3,site4,autoID4,site5,autoID5,Submittal Frequency,tasks,Worksheets,Performanc Frequency,Responsible Party1,Responsible Party2,Count of autoID1
"Friday, May 28, 2021",630,5900 westpark,1630,ne-service-center,se-service-center,1630,nw-service-center,1630,sw-service-center,1630,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, June 04, 2021",244,5900 westpark,1244,ne-service-center,se-service-center,1244,nw-service-center,1244,sw-service-center,1244,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, June 04, 2021",631,5900 westpark,1631,ne-service-center,se-service-center,1631,nw-service-center,1631,sw-service-center,1631,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Monday, June 07, 2021",915,5900 westpark,1915,ne-service-center,se-service-center,1915,nw-service-center,1915,sw-service-center,1915,Quarterly,Quarterly Truck Wash,(blank),Quarterly,Q Environmental,to be determined,1
"Friday, June 11, 2021",245,5900 westpark,1245,ne-service-center,se-service-center,1245,nw-service-center,1245,sw-service-center,1245,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, June 11, 2021",632,5900 westpark,1632,ne-service-center,se-service-center,1632,nw-service-center,1632,sw-service-center,1632,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, June 18, 2021",246,5900 westpark,1246,ne-service-center,se-service-center,1246,nw-service-center,1246,sw-service-center,1246,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, June 18, 2021",633,5900 westpark,1633,ne-service-center,se-service-center,1633,nw-service-center,1633,sw-service-center,1633,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, June 25, 2021",247,5900 westpark,1247,ne-service-center,se-service-center,1247,nw-service-center,1247,sw-service-center,1247,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, June 25, 2021",634,5900 westpark,1634,ne-service-center,se-service-center,1634,nw-service-center,1634,sw-service-center,1634,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, June 25, 2021",939,5900 westpark,(blank),(blank),(blank),(blank),(blank),(blank),(blank),(blank),Semi-annual,Benchmark Monitoring,15-1,Semi-annual,GSD vendor,GSD vendor,1
"Monday, June 28, 2021",784,5900 westpark,1784,ne-service-center,se-service-center,1784,nw-service-center,1784,sw-service-center,1784,Quarterly,Quarterly Periodic Inspection,13,Quarterly,Project Manager,Chief of Staff,1
"Monday, June 28, 2021",849,5900 westpark,1849,ne-service-center,se-service-center,1849,nw-service-center,1849,sw-service-center,1849,Monthly,Oil Water Separator Maintenance,none,Monthly,Q Environmental,to be determined,1
"Tuesday, June 29, 2021",383,5900 westpark,1383,ne-service-center,se-service-center,1383,nw-service-center,1383,sw-service-center,1383,Quarterly,Visual Monitoring,15,Quarterly,Yard Man,onsite DAD,1
"Tuesday, June 29, 2021",885,5900 westpark,1885,ne-service-center,se-service-center,1885,nw-service-center,1885,sw-service-center,1885,Annual,Annual Site Inspection,"16,16-1, 16-2",Annual,All SWP3 team members,All SWP3 team members,1
"Tuesday, June 29, 2021",891,5900 westpark,1891,ne-service-center,se-service-center,1891,nw-service-center,1891,sw-service-center,1891,Annual,Annual Metal Monitoring,15-1,Annual,GSD vendor,GSD vendor,1
"Friday, July 02, 2021",248,5900 westpark,1248,ne-service-center,se-service-center,1248,nw-service-center,1248,sw-service-center,1248,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, July 02, 2021",635,5900 westpark,1635,ne-service-center,se-service-center,1635,nw-service-center,1635,sw-service-center,1635,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, July 09, 2021",249,5900 westpark,1249,ne-service-center,se-service-center,1249,nw-service-center,1249,sw-service-center,1249,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, July 09, 2021",636,5900 westpark,1636,ne-service-center,se-service-center,1636,nw-service-center,1636,sw-service-center,1636,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, July 16, 2021",250,5900 westpark,1250,ne-service-center,se-service-center,1250,nw-service-center,1250,sw-service-center,1250,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, July 16, 2021",637,5900 westpark,1637,ne-service-center,se-service-center,1637,nw-service-center,1637,sw-service-center,1637,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, July 23, 2021",251,5900 westpark,1251,ne-service-center,se-service-center,1251,nw-service-center,1251,sw-service-center,1251,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, July 23, 2021",638,5900 westpark,1638,ne-service-center,se-service-center,1638,nw-service-center,1638,sw-service-center,1638,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Thursday, July 29, 2021",850,5900 westpark,1850,ne-service-center,se-service-center,1850,nw-service-center,1850,sw-service-center,1850,Monthly,Oil Water Separator Maintenance,none,Monthly,Q Environmental,to be determined,1
"Friday, July 30, 2021",252,5900 westpark,1252,ne-service-center,se-service-center,1252,nw-service-center,1252,sw-service-center,1252,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, July 30, 2021",639,5900 westpark,1639,ne-service-center,se-service-center,1639,nw-service-center,1639,sw-service-center,1639,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, August 06, 2021",253,5900 westpark,1253,ne-service-center,se-service-center,1253,nw-service-center,1253,sw-service-center,1253,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, August 06, 2021",640,5900 westpark,1640,ne-service-center,se-service-center,1640,nw-service-center,1640,sw-service-center,1640,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, August 13, 2021",254,5900 westpark,1254,ne-service-center,se-service-center,1254,nw-service-center,1254,sw-service-center,1254,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, August 13, 2021",641,5900 westpark,1641,ne-service-center,se-service-center,1641,nw-service-center,1641,sw-service-center,1641,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, August 20, 2021",255,5900 westpark,1255,ne-service-center,se-service-center,1255,nw-service-center,1255,sw-service-center,1255,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, August 20, 2021",642,5900 westpark,1642,ne-service-center,se-service-center,1642,nw-service-center,1642,sw-service-center,1642,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Thursday, August 26, 2021",851,5900 westpark,1851,ne-service-center,se-service-center,1851,nw-service-center,1851,sw-service-center,1851,Monthly,Oil Water Separator Maintenance,none,Monthly,Q Environmental,to be determined,1
"Friday, August 27, 2021",256,5900 westpark,1256,ne-service-center,se-service-center,1256,nw-service-center,1256,sw-service-center,1256,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, August 27, 2021",643,5900 westpark,1643,ne-service-center,se-service-center,1643,nw-service-center,1643,sw-service-center,1643,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, September 03, 2021",257,5900 westpark,1257,ne-service-center,se-service-center,1257,nw-service-center,1257,sw-service-center,1257,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, September 03, 2021",644,5900 westpark,1644,ne-service-center,se-service-center,1644,nw-service-center,1644,sw-service-center,1644,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Sunday, September 05, 2021",916,5900 westpark,1916,ne-service-center,se-service-center,1916,nw-service-center,1916,sw-service-center,1916,Quarterly,Quarterly Truck Wash,(blank),Quarterly,Q Environmental,to be determined,1
"Friday, September 10, 2021",258,5900 westpark,1258,ne-service-center,se-service-center,1258,nw-service-center,1258,sw-service-center,1258,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, September 10, 2021",645,5900 westpark,1645,ne-service-center,se-service-center,1645,nw-service-center,1645,sw-service-center,1645,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, September 17, 2021",259,5900 westpark,1259,ne-service-center,se-service-center,1259,nw-service-center,1259,sw-service-center,1259,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, September 17, 2021",646,5900 westpark,1646,ne-service-center,se-service-center,1646,nw-service-center,1646,sw-service-center,1646,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, September 24, 2021",260,5900 westpark,1260,ne-service-center,se-service-center,1260,nw-service-center,1260,sw-service-center,1260,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, September 24, 2021",647,5900 westpark,1647,ne-service-center,se-service-center,1647,nw-service-center,1647,sw-service-center,1647,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Monday, September 27, 2021",785,5900 westpark,1785,ne-service-center,se-service-center,1785,nw-service-center,1785,sw-service-center,1785,Quarterly,Quarterly Periodic Inspection,13,Quarterly,Project Manager,Chief of Staff,1
"Monday, September 27, 2021",852,5900 westpark,1852,ne-service-center,se-service-center,1852,nw-service-center,1852,sw-service-center,1852,Monthly,Oil Water Separator Maintenance,none,Monthly,Q Environmental,to be determined,1
"Wednesday, September 29, 2021",384,5900 westpark,1384,ne-service-center,se-service-center,1384,nw-service-center,1384,sw-service-center,1384,Quarterly,Visual Monitoring,15,Quarterly,Yard Man,onsite DAD,1
"Friday, October 01, 2021",261,5900 westpark,1261,ne-service-center,se-service-center,1261,nw-service-center,1261,sw-service-center,1261,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, October 01, 2021",648,5900 westpark,1648,ne-service-center,se-service-center,1648,nw-service-center,1648,sw-service-center,1648,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, October 08, 2021",262,5900 westpark,1262,ne-service-center,se-service-center,1262,nw-service-center,1262,sw-service-center,1262,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, October 08, 2021",649,5900 westpark,1649,ne-service-center,se-service-center,1649,nw-service-center,1649,sw-service-center,1649,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, October 15, 2021",263,5900 westpark,1263,ne-service-center,se-service-center,1263,nw-service-center,1263,sw-service-center,1263,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, October 15, 2021",650,5900 westpark,1650,ne-service-center,se-service-center,1650,nw-service-center,1650,sw-service-center,1650,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, October 22, 2021",264,5900 westpark,1264,ne-service-center,se-service-center,1264,nw-service-center,1264,sw-service-center,1264,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, October 22, 2021",651,5900 westpark,1651,ne-service-center,se-service-center,1651,nw-service-center,1651,sw-service-center,1651,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Thursday, October 28, 2021",853,5900 westpark,1853,ne-service-center,se-service-center,1853,nw-service-center,1853,sw-service-center,1853,Monthly,Oil Water Separator Maintenance,none,Monthly,Q Environmental,to be determined,1
"Friday, October 29, 2021",265,5900 westpark,1265,ne-service-center,se-service-center,1265,nw-service-center,1265,sw-service-center,1265,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, October 29, 2021",652,5900 westpark,1652,ne-service-center,se-service-center,1652,nw-service-center,1652,sw-service-center,1652,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, November 05, 2021",266,5900 westpark,1266,ne-service-center,se-service-center,1266,nw-service-center,1266,sw-service-center,1266,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, November 05, 2021",653,5900 westpark,1653,ne-service-center,se-service-center,1653,nw-service-center,1653,sw-service-center,1653,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, November 12, 2021",267,5900 westpark,1267,ne-service-center,se-service-center,1267,nw-service-center,1267,sw-service-center,1267,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, November 12, 2021",654,5900 westpark,1654,ne-service-center,se-service-center,1654,nw-service-center,1654,sw-service-center,1654,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, November 19, 2021",268,5900 westpark,1268,ne-service-center,se-service-center,1268,nw-service-center,1268,sw-service-center,1268,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, November 19, 2021",655,5900 westpark,1655,ne-service-center,se-service-center,1655,nw-service-center,1655,sw-service-center,1655,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Thursday, November 25, 2021",854,5900 westpark,1854,ne-service-center,se-service-center,1854,nw-service-center,1854,sw-service-center,1854,Monthly,Oil Water Separator Maintenance,none,Monthly,Q Environmental,to be determined,1
"Friday, November 26, 2021",269,5900 westpark,1269,ne-service-center,se-service-center,1269,nw-service-center,1269,sw-service-center,1269,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, November 26, 2021",656,5900 westpark,1656,ne-service-center,se-service-center,1656,nw-service-center,1656,sw-service-center,1656,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, December 03, 2021",270,5900 westpark,1270,ne-service-center,se-service-center,1270,nw-service-center,1270,sw-service-center,1270,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, December 03, 2021",657,5900 westpark,1657,ne-service-center,se-service-center,1657,nw-service-center,1657,sw-service-center,1657,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Saturday, December 04, 2021",917,5900 westpark,1917,ne-service-center,se-service-center,1917,nw-service-center,1917,sw-service-center,1917,Quarterly,Quarterly Truck Wash,(blank),Quarterly,Q Environmental,to be determined,1
"Friday, December 10, 2021",271,5900 westpark,1271,ne-service-center,se-service-center,1271,nw-service-center,1271,sw-service-center,1271,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, December 10, 2021",658,5900 westpark,1658,ne-service-center,se-service-center,1658,nw-service-center,1658,sw-service-center,1658,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, December 17, 2021",272,5900 westpark,1272,ne-service-center,se-service-center,1272,nw-service-center,1272,sw-service-center,1272,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, December 17, 2021",659,5900 westpark,1659,ne-service-center,se-service-center,1659,nw-service-center,1659,sw-service-center,1659,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, December 24, 2021",273,5900 westpark,1273,ne-service-center,se-service-center,1273,nw-service-center,1273,sw-service-center,1273,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
